USER_DATA1,USER_DATA2,USER_DATA3,USER_DATA4,USER_DATA5,USER_DATA6,USER_DATA7
2963,1877,3483,3516,1826,2846,389
2949,1914,3492,3502,1881,2855,389
2958,1877,3567,3492,1835,2846,401
2972,1923,3497,3502,1840,2836,389
2953,1895,3525,3469,1830,2832,389
2958,1886,3488,3506,1840,2846,389
2953,1881,3488,3506,1849,2869,389
2925,1877,3502,3511,1788,2846,389
2939,1881,3483,3544,1816,2855,389
2925,1905,3520,3502,1844,2850,389
2977,1881,3511,3506,1840,2827,389
2935,1923,3534,3473,1835,2855,389
2944,1877,3473,3534,1830,2850,389
2949,1862,3488,3530,1797,2846,389
2953,1905,3436,3497,1826,2864,389
2930,1891,3497,3502,1835,2878,389
2935,1895,3488,3488,1849,2860,389
2935,1914,3511,3530,1840,2869,389
2935,1895,3516,3483,1844,2836,389
2949,1909,3562,3502,1826,2836,389
2939,1877,3525,3520,1840,2846,389
2944,1877,3464,3478,1844,2836,389
2968,1900,3441,3511,1830,2855,389
2925,1886,3530,3478,1848,2832,389
2930,1938,3497,3497,1840,2850,389
2921,1872,3534,3520,1844,2860,389
2958,1886,3502,3497,1844,2813,389
2949,1886,3544,3544,1840,2860,389
2944,1900,3427,3511,1844,2850,389
2916,1919,3488,3492,1849,2864,389
2939,1853,3548,3511,1830,2832,389
2939,1891,3562,3488,1840,2846,389
2925,1895,3497,3516,1844,2846,389
2921,1895,3539,3497,1853,2827,389
2958,1881,3548,3488,1840,2878,389
2944,1881,3520,3520,1835,2855,389
2935,1877,3530,3492,1844,2855,389
2935,1905,3539,3502,1830,2850,389
2921,1900,3488,3511,1853,2846,401
2939,1905,3520,3549,1807,2855,378
2949,1877,3506,3483,1853,2846,389
2996,1905,3562,3483,1830,2846,389
2921,1900,3562,3492,1844,2869,389
2958,1909,3525,3497,1835,2860,389
2935,1886,3478,3488,1844,2832,389
2925,1891,3548,3502,1835,2827,389
2953,1872,3459,3525,1844,2860,389
2911,1909,3539,3488,1840,2850,389
2972,1867,3543,3516,1862,2813,389
2977,1905,3506,3497,1821,2869,389
2968,1877,3544,3520,1802,2846,389
2930,1895,3497,3506,1807,2883,389
2930,1867,3459,3516,1844,2855,389
2907,1914,3534,3502,1862,2855,389
2972,1858,3530,3488,1848,2878,389
2963,1909,3488,3520,1793,2864,389
2958,1877,3497,3511,1844,2850,389
2958,1905,3511,3488,1844,2855,389
2925,1881,3516,3516,1821,2855,389
2925,1886,3530,3497,1853,2836,401
2939,1881,3530,3549,1844,2860,389
2921,1867,3483,3478,1858,2836,389
2968,1886,3497,3478,1840,2822,389
2939,1881,3520,3520,1807,2827,401
2968,1900,3483,3469,1853,2841,389
2935,1872,3469,3473,1830,2841,389
2958,1905,3497,3492,1840,2855,401
2944,1923,3516,3506,1844,2846,389
2939,1867,3502,3502,1844,2855,389
2930,1914,3530,3497,1844,2836,401
2944,1877,3557,3469,1844,2860,401
2930,1895,3530,3502,1849,2850,389
2944,1877,3544,3539,1877,2846,389
2991,1886,3520,3502,1844,2874,389
2972,1919,3539,3506,1848,2860,401
2939,1886,3506,3506,1849,2860,389
2949,1872,3464,3534,1862,2836,401
2972,1900,3497,3488,1853,2841,401
2968,1862,3534,3557,1840,2860,401
2930,1909,3534,3520,1844,2850,389
2911,1862,3492,3516,1830,2817,389
2907,1891,3483,3525,1844,2864,389
2958,1923,3516,3459,1830,2869,389
2921,1877,3483,3530,1844,2864,389
2907,1895,3506,3539,1844,2846,389
2921,1909,3497,3539,1849,2855,389
2953,1862,3525,3534,1849,2855,389
2972,1867,3534,3506,1862,2864,389
3005,1909,3506,3516,1830,2841,401
2949,1867,3488,3497,1849,2841,389
2958,1886,3520,3478,1830,2841,389
2991,1891,3502,3497,1848,2869,389
2939,1881,3520,3483,1830,2841,389
2991,1905,3525,3492,1848,2878,389
2944,1895,3516,3511,1848,2841,389
2930,1862,3520,3492,1848,2832,401
2958,1886,3530,3459,1840,2836,389
2958,1914,3549,3516,1830,2855,389
2968,1891,3534,3488,1844,2874,389
2968,1872,3530,3483,1830,2841,389
2907,1877,3553,3525,1853,2846,389
2944,1900,3525,3520,1849,2855,401
2939,1877,3516,3497,1849,2855,389
2991,1886,3534,3520,1835,2864,389
2930,1895,3549,3544,1848,2860,401
2944,1923,3455,3516,1862,2813,401
2953,1900,3469,3492,1840,2832,401
2944,1877,3497,3520,1844,2841,389
2939,1900,3511,3497,1844,2850,401
2944,1905,3539,3520,1849,2832,389
2921,1891,3548,3483,1840,2827,389
2958,1867,3488,3464,1816,2855,389
2977,1895,3502,3488,1816,2836,389
2982,1895,3502,3534,1844,2860,389
2972,1895,3473,3506,1844,2855,389
2972,1881,3497,3492,1844,2841,401
2925,1909,3497,3516,1821,2817,401
2953,1881,3530,3502,1844,2869,389
2944,1891,3553,3525,1849,2874,401
2930,1891,3516,3502,1830,2822,401
2968,1914,3483,3506,1835,2846,401
2953,1881,3525,3525,1862,2846,401
2925,1877,3543,3497,1840,2846,401
2944,1891,3530,3520,1853,2855,401
2953,1905,3539,3473,1849,2855,401
3014,1872,3492,3497,1821,2855,389
2953,1919,3539,3516,1848,2878,389
2963,1881,3525,3520,1853,2841,401
2949,1872,3534,3492,1835,2878,389
2925,1877,3492,3511,1844,2841,389
2972,1886,3459,3506,1807,2841,401
2944,1891,3549,3502,1835,2869,401
2958,1919,3483,3520,1844,2846,389
2930,1891,3557,3492,1821,2836,401
2949,1895,3557,3459,1821,2850,389
2963,1886,3525,3530,1848,2841,401
2958,1886,3516,3483,1840,2813,401
2958,1881,3571,3483,1830,2855,389
2935,1867,3459,3520,1835,2846,389
2944,1881,3525,3483,1858,2869,401
2930,1872,3502,3497,1853,2855,401
2953,1900,3534,3520,1844,2836,389
2953,1877,3585,3530,1853,2832,401
2944,1909,3539,3534,1844,2827,401
2939,1900,3549,3502,1844,2850,389
2968,1923,3478,3539,1840,2850,389
2916,1909,3511,3502,1858,2836,401
2907,1905,3543,3530,1840,2860,401
2949,1895,3516,3506,1853,2874,401
2935,1877,3506,3473,1840,2860,401
2925,1909,3483,3506,1848,2850,389
2958,1923,3544,3553,1849,2850,401
3000,1886,3525,3525,1830,2813,389
2982,1909,3549,3525,1821,2846,401
3000,1881,3520,3511,1849,2855,401
2930,1881,3502,3492,1826,2850,401
2986,1895,3497,3511,1862,2841,401
2963,1877,3502,3502,1840,2864,401
2958,1905,3502,3506,1881,2832,389
2949,1919,3506,3539,1821,2850,401
2939,1881,3534,3516,1840,2850,389
2921,1895,3544,3511,1840,2850,389
2982,1895,3520,3506,1858,2846,389
2939,1905,3562,3511,1848,2832,401
2958,1900,3520,3530,1821,2813,401
2921,1895,3492,3492,1844,2836,389
2972,1914,3530,3483,1830,2878,389
2935,1923,3497,3492,1844,2855,389
2953,1900,3567,3506,1862,2850,401
2935,1886,3469,3520,1849,2846,401
2972,1867,3548,3530,1844,2874,389
2958,1891,3492,3464,1835,2836,389
2935,1881,3506,3492,1816,2841,401
2944,1900,3548,3464,1821,2850,401
2968,1905,3562,3534,1862,2836,389
2921,1905,3520,3506,1835,2836,401
2939,1933,3478,3530,1867,2836,389
2935,1895,3544,3534,1821,2850,401
2949,1872,3549,3483,1848,2874,401
2958,1881,3492,3516,1826,2878,401
2939,1891,3548,3497,1844,2846,401
2921,1891,3549,3525,1826,2869,401
2930,1905,3544,3488,1853,2855,401
2972,1905,3488,3525,1821,2878,401
2949,1891,3539,3511,1849,2860,401
2991,1909,3497,3506,1849,2878,401
2953,1877,3576,3525,1835,2864,389
2916,1872,3511,3502,1853,2850,389
2911,1877,3455,3497,1877,2841,401
2949,1891,3520,3520,1853,2850,389
2921,1923,3530,3530,1807,2850,401
2925,1909,3511,3520,1844,2846,401
2968,1872,3530,3544,1830,2855,401
2916,1895,3511,3502,1844,2855,401
2925,1877,3548,3511,1867,2874,401
2972,1881,3534,3543,1849,2827,389
2968,1928,3478,3520,1840,2841,401
2977,1909,3543,3502,1853,2855,401
2935,1886,3492,3497,1830,2860,401
2916,1895,3543,3511,1848,2836,401
2944,1900,3497,3502,1844,2836,401
2944,1914,3502,3478,1853,2864,401
2958,1895,3511,3539,1849,2846,389
2963,1895,3557,3502,1830,2817,401
2963,1895,3516,3511,1848,2836,401
2963,1886,3581,3473,1826,2855,401
2921,1905,3557,3497,1844,2855,401
2935,1886,3539,3502,1816,2878,401
2949,1891,3502,3520,1849,2836,389
2921,1886,3516,3511,1830,2817,401
2963,1877,3553,3506,1849,2822,401
2986,1905,3473,3492,1830,2841,401
2939,1881,3525,3497,1844,2846,401
2958,1881,3483,3544,1826,2836,401
2944,1886,3478,3520,1853,2841,401
2944,1905,3511,3492,1877,2841,401
2944,1895,3530,3497,1830,2836,401
2921,1886,3506,3511,1826,2855,401
2953,1886,3553,3483,1816,2836,401
2930,1928,3469,3525,1840,2846,401
2911,1886,3502,3516,1844,2850,389
2944,1877,3459,3511,1862,2860,401
2972,1905,3549,3502,1826,2827,401
2930,1909,3511,3469,1853,2841,401
2953,1872,3539,3497,1835,2860,401
2935,1886,3520,3534,1807,2832,401
2935,1909,3502,3539,1844,2860,401
2944,1914,3520,3516,1811,2841,401
2949,1877,3549,3511,1844,2855,401
2958,1895,3549,3525,1802,2850,401
2958,1900,3506,3520,1853,2822,401
2972,1886,3506,3511,1826,2850,401
2930,1877,3520,3506,1821,2846,401
2939,1895,3502,3511,1840,2817,401
2939,1914,3511,3492,1858,2874,401
2907,1895,3539,3497,1867,2883,401
